Reviews Coeff,Reviews Threshold,From (Year),To (Year),Tags,,,How to use:,,
32,50,2020,2023,CRPG,,,"        • Choose up to 3 tags
        • Choose year range 
        • Adjust Sort by, Review Threshold and Coeff if needed.
        • Wait a bit.",,
Sort by,Median Launch Price,Median Reviews,Total Games,Median Owners,Median Revenue,Median Score,,,
Reviews Total,"$15,49",219,132,7 008,"$39 937,83",82%,,,
App ID,Title,Reviews Total,Reviews Score Fancy,Release Date,Launch Price,Steam Page,Tags,Owners Estimated,Revenue Estimated
1374480,爱人 Lover,218,80%,2021-05-20,"$6,99",https://store.steampowered.com/app/1374480,"Romance, Female Protagonist, Visual Novel, Drama, Story Rich, Otome, Interactive Fiction, Singleplayer, 2D, Emotional, Immersive Sim, RPG, Cute, Multiple Endings, Hand drawn, Casual, Anime, 2D Platformer, Linear, CRPG",6976,$18 691
1852520,元宇宙普信男生存指南,209,68%,2022-01-16,"$1,99",https://store.steampowered.com/app/1852520,"Card Game, Surreal, Comedy, Simulation, CRPG, 2D, Drama, Life Sim, Funny, Emotional, Modern, Memes, Adventure, Indie, Satire, Choices Matter, Story Rich, Singleplayer, Horror",6688,$5 102
897930,Demonheart: Hunters,208,76%,2020-01-28,"$19,99",https://store.steampowered.com/app/897930,"Otome, Dating Sim, Romance, LGBTQ+, RPG, Isometric, Female Protagonist, Multiple Endings, Interactive Fiction, Villain Protagonist, Story Rich, Adventure, Singleplayer, Dark Fantasy, Party Based RPG, CRPG, Old School, Simulation, Demons, Fantasy",6656,$51 001
1095040,Unexplored 2: The Wayfarer's Legacy,208,75%,2022-05-27,"$24,99",https://store.steampowered.com/app/1095040,"Colorful, Roguelite, RPG, Perma Death, Stylized, Procedural Generation, Soundtrack, Atmospheric, Roguelike, Adventure, Dungeon Crawler, Fantasy, Singleplayer, Exploration, Top Down, Sequel, Strategy, CRPG, Simulation, Strategy RPG",6656,$63 757
1551030,涨粉二维码,207,81%,2021-08-18,"$1,99",https://store.steampowered.com/app/1551030,"RPG, Memes, Surreal, Adventure, Mystery, Anime, JRPG, Psychedelic, Modern, Story Rich, Drama, Emotional, 2D, Investigation, Puzzle, Side Scroller, Cartoony, CRPG, First Person, Conversation",6624,$5 053
972010,Raiders! Forsaken Earth,205,82%,2020-11-10,"$19,99",https://store.steampowered.com/app/972010,"CRPG, Grand Strategy, Tactical RPG, Sandbox, Base Building, Open World, Management, Building, Strategy RPG, Turn Based Strategy, RPG, Isometric, Strategy, Top Down, 2.5D, Post apocalyptic, 2D, Procedural Generation, Economy, Crafting",6560,$50 265
1161880,Vaporum: Lockdown,204,85%,2020-09-15,"$17,99",https://store.steampowered.com/app/1161880,"RPG, Indie, Action, Adventure, Dungeon Crawler, Grid Based Movement, Steampunk, Old School, First Person, Puzzle, Retro, Atmospheric, Tactical RPG, Real Time, Dark, Dark Fantasy, Replay Value, Character Customization, Tactical, CRPG",6528,$45 015
1349850,Failed Adventurer,182,80%,2021-07-24,"$4,99",https://store.steampowered.com/app/1349850,"Sexual Content, Nudity, Mature, Hentai, Singleplayer, Casual, Strategy, RPG, Visual Novel, Anime, Adventure, Fantasy, Match 3, Comedy, Interactive Fiction, JRPG, CRPG, 2D, Magic, Linear",5824,$11 140
2227130,Caves of Lore,182,96%,2023-01-21,"$9,99",https://store.steampowered.com/app/2227130,"RPG, Strategy RPG, CRPG, Dungeon Crawler, Exploration, Mystery Dungeon, Tactical RPG, Turn Based Tactics, 2D, Pixel Graphics, Top Down, 1980s, 1990s, Atmospheric, Dark Fantasy, Fantasy, Lore Rich, Medieval, Mystery, Old School",5824,$22 302
1558990,Siege of Avalon: Anthology,181,86%,2021-04-08,"$9,99",https://store.steampowered.com/app/1558990,"RPG, Story Rich, Medieval, Isometric, Lore Rich, CRPG, Singleplayer, Fantasy, Exploration, Action RPG, Party Based RPG, War, Action, Hack and Slash, Old School, Character Customization, Combat, Party, Western, Classic",5792,$22 179
1600500,유어 블라이트,181,98%,2022-11-10,"$19,99",https://store.steampowered.com/app/1600500,"RPG, CRPG, Choose Your Own Adventure, Exploration, JRPG, Turn Based Combat, Story Rich, Pixel Graphics, Early Access, Indie, Violent, Dark Fantasy, Singleplayer, Choices Matter, Dark, Open World, Sexual Content, Gore, Nudity, RPGMaker",5792,$44 380
2288210,三国真龙传,179,94%,2023-02-13,"$4,99",https://store.steampowered.com/app/2288210,"Story Rich, JRPG, Anime, RPG, 2D, War, Turn Based Strategy, Pixel Graphics, Strategy RPG, CRPG, Early Access, Indie, Historical, Combat, Drama, Singleplayer, Adventure, Dungeon Crawler, Turn Based Combat",5728,$10 956
506480,Archmage Rises,175,70%,2023-04-24,"$9,99",https://store.steampowered.com/app/506480,"Early Access, Tabletop, Magic, Singleplayer, Sandbox, Traditional Roguelike, Colony Sim, Simulation, Procedural Generation, CRPG, Economy, Fantasy, Base Building, Character Customization, Medieval, Strategy, Open World, Roguelike, RPG, Tactical RPG",5600,$21 444
1696080,Deadwater Saloon,163,67%,2022-09-13,"$19,99",https://store.steampowered.com/app/1696080,"Simulation, Building, Management, Colony Sim, Immersive Sim, Life Sim, Sandbox, Grand Strategy, RPG, Strategy RPG, Choose Your Own Adventure, CRPG, Character Customization, 3D, Isometric, Third Person, America, Western, Capitalism, Crafting",5216,$39 967
485400,Mechajammer,158,50%,2021-12-02,"$24,99",https://store.steampowered.com/app/485400,"Sci fi, Tactical, Singleplayer, Atmospheric, Open World, Turn Based Combat, Cyberpunk, Exploration, CRPG, RPG, Turn Based Strategy, Stealth, Turn Based, Strategy, Strategy RPG, Immersive Sim, Tactical RPG, Horror, Character Customization, Tabletop",5056,$48 431
1464380,Eclipse,158,74%,2021-10-07,"$29,99",https://store.steampowered.com/app/1464380,"Adventure, RPG, Top Down, Mystery Dungeon, Atmospheric, Dark, Exploration, Loot, Dungeon Crawler, Roguelike, Strategy RPG, Action RPG, CRPG, Tactical RPG, 3D, Stylized, Alternate History, Futuristic, Magic, Sci fi",5056,$58 121
1269720,还我河山HeroRagingFire,157,45%,2022-03-20,"$4,99",https://store.steampowered.com/app/1269720,"Action RPG, World War II, Military, FPS, Adventure, Shooter, Action, Action Adventure, RPG, Indie, Fighting, CRPG, 3D, Realistic, First Person, War, Horror, Tactical, Stealth, Survival",5024,$9 609
1146170,KingSim,154,87%,2020-05-28,"$9,99",https://store.steampowered.com/app/1146170,"Strategy RPG, Choose Your Own Adventure, Management, Medieval, Simulation, Choices Matter, Multiple Endings, Story Rich, Political Sim, CRPG, City Builder, Pixel Graphics, RPG, Strategy, Dark Humor, Resource Management, Historical, Political, Diplomacy, 2D",4928,$18 871
974910,Magical Diary: Wolf Hall,154,91%,2020-02-17,"$24,99",https://store.steampowered.com/app/974910,"RPG, Simulation, Adventure, Indie, Visual Novel, Character Customization, Dating Sim, LGBTQ+, Choices Matter, Romance, Fantasy, Dungeon Crawler, Turn Based, Anime, CRPG, Magic",4928,$47 205
1451680,Game Master Engine,149,81%,2021-03-09,"$14,99",https://store.steampowered.com/app/1451680,"Early Access, Level Editor, Dungeons & Dragons, Software, Utilities, 3D, Tabletop, Online Co Op, Building, Turn Based, Strategy RPG, CRPG, Turn Based Strategy, Board Game, Party Based RPG, RPG, Third Person, Turn Based Combat, Tactical RPG, Exploration",4768,$27 396
2105660,I live under your house.,148,92%,2022-10-31,"$1,99",https://store.steampowered.com/app/2105660,"Horror, Exploration, CRPG, Hidden Object, Visual Novel, Interactive Fiction, Point & Click, Word Game, Life Sim, RPG, 2D, Noir, First Person, 3D, Underground, Psychological Horror, Multiple Endings, Story Rich, Choices Matter, Casual",4736,$3 613
1525420,Heads Will Roll,145,77%,2021-09-04,"$4,99",https://store.steampowered.com/app/1525420,"RPG, Adventure, Choices Matter, Strategy RPG, Multiple Endings, Story Rich, Medieval, Swordplay, Turn Based Tactics, 2D, Romance, CRPG, Colorful, Survival, Loot, Combat, Singleplayer, Turn Based Strategy, Roguelike, Sexual Content",4640,$8 875
2125420,Zorbus,139,89%,2022-09-14,"$5,99",https://store.steampowered.com/app/2125420,"Traditional Roguelike, Dungeon Crawler, Roguelike, RPG, Fantasy, Procedural Generation, Turn Based Combat, Perma Death, Top Down, Grid Based Movement, Pixel Graphics, Indie, CRPG, Singleplayer, 2D, Hack and Slash, Character Customization, Combat, Retro, Dark Fantasy",4448,$10 213
1292700,Kings Of Streets,129,58%,2020-06-19,"$14,99",https://store.steampowered.com/app/1292700,"Indie, RPG, Adventure, Massively Multiplayer, Early Access, Action, MMORPG, Life Sim, Shooter, Choose Your Own Adventure, CRPG, FPS, 3D, First Person, Colorful, Driving, Loot, Old School, Economy, Crafting",4128,$23 719
990260,Collapse: A Political Simulator,122,70%,2021-02-23,"$6,99",https://store.steampowered.com/app/990260,"Political Sim, CRPG, Choose Your Own Adventure, PvE, Strategy RPG, Grand Strategy, Strategy, RPG, Alternate History, Politics, Historical, Political, Economy, Choices Matter, Simulation, 1990s, Multiple Endings, Singleplayer, Nonlinear, Indie",3904,$10 460
1924990,HOBGOB ～Please Save Me～,120,41%,2022-09-20,"$6,99",https://store.steampowered.com/app/1924990,"Nudity, Sexual Content, Hentai, Mature, NSFW, RPG, JRPG, Anime, Casual, Cute, 3D Vision, Character Customization, 3D, Point & Click, Multiple Endings, Exploration, Clicker, CRPG, Singleplayer, 3D Platformer",3840,$10 289
1112620,Isles of Adalar,120,55%,2020-10-22,"$19,99",https://store.steampowered.com/app/1112620,"RPG, Indie, Adventure, Level Editor, Co op, Open World, Fantasy, Moddable, Exploration, Singleplayer, Early Access, Magic, Medieval, Third Person, First Person, Character Customization, Action RPG, Action Adventure, CRPG, Dungeon Crawler",3840,$29 423
1383680,Isekai Succubus ~My Genderbent Saga in Another World~,119,88%,2022-01-14,"$14,99",https://store.steampowered.com/app/1383680,"JRPG, RPG, Party Based RPG, Visual Novel, Dungeon Crawler, Sexual Content, Anime, Cute, Fantasy, LGBTQ+, Funny, Singleplayer, Dating Sim, Turn Based Combat, Comedy, Magic, Comic Book, Colorful, CRPG, Exploration",3808,$21 880
1465190,古代人生 Ancient Life,117,47%,2021-07-12,"$4,99",https://store.steampowered.com/app/1465190,"Historical, Drama, Text Based, Story Rich, Casual, Multiple Endings, Simulation, Stylized, RPG, Word Game, Life Sim, Visual Novel, Exploration, CRPG, Roguelite, 2D, Cute, Choices Matter, Singleplayer, Indie",3744,$7 161
895480,Fates of Ort,113,88%,2020-03-31,"$14,99",https://store.steampowered.com/app/895480,"RPG, Open World, Choices Matter, Tactical, Magic, Replay Value, Multiple Endings, Exploration, Fantasy, Strategy RPG, CRPG, Story Rich, Atmospheric, Pixel Graphics, Isometric, Retro, Adventure, Singleplayer, Tactical RPG, Violent",3616,$20 777
1693990,虫鸣,112,66%,2022-03-11,"$7,99",https://store.steampowered.com/app/1693990,"Horror, Mystery, Thriller, Exploration, Satire, Adventure, Realistic, RPG, Singleplayer, Third Person, Casual, 1990s, Text Based, Story Rich, Word Game, Puzzle Platformer, CRPG, Psychedelic, Psychological Horror, Puzzle",3584,$10 976
1545830,Yaengard,111,75%,2022-05-05,"$24,99",https://store.steampowered.com/app/1545830,"Tactical RPG, Turn Based Tactics, Party Based RPG, RPG, Choices Matter, Character Customization, 3D, Fantasy, Turn Based Combat, Strategy, Loot, Magic, Adventure, Medieval, Tactical, Combat, Turn Based Strategy, Singleplayer, Board Game, CRPG",3552,$34 024
1787120,Sparkling Memories,110,86%,2022-10-28,"$7,99",https://store.steampowered.com/app/1787120,"Visual Novel, Interactive Fiction, Anime, RPG, Drama, CRPG, Relaxing, Otome, Dark Humor, Story Rich, Casual, Multiple Endings, Romance, Simulation, Philosophical, Emotional, Atmospheric, Modern, Singleplayer, Indie",3520,$10 780
1667320,PRODUCER 2021,109,100%,2022-11-14,"$9,99",https://store.steampowered.com/app/1667320,"Adventure, RPG, Interactive Fiction, Point & Click, Visual Novel, CRPG, Exploration, Choose Your Own Adventure, Immersive Sim, 2D, Abstract, Colorful, Stylized, Psychedelic, 1980s, Alternate History, Atmospheric, Automation, Aliens, Cyberpunk",3488,$13 356
1336840,Naudrion: Fall of The Empire,97,68%,2020-12-25,"$9,99",https://store.steampowered.com/app/1336840,"Open World, Early Access, Third Person, Gothic, Magic, Medieval, Fantasy, Atmospheric, Character Customization, Crafting, Singleplayer, Adventure, Choices Matter, Action RPG, Story Rich, Replay Value, Exploration, CRPG, Choose Your Own Adventure, Multiple Endings",3104,$11 886
1313940,My Holiday 2,94,95%,2020-10-05,"$9,99",https://store.steampowered.com/app/1313940,"RPG, Turn Based, Funny, JRPG, Anime, Cartoon, Cute, Hand drawn, Linear, Turn Based Combat, Character Customization, Singleplayer, Casual, 2D, Retro, Comedy, Cats, RPGMaker, Indie, CRPG",3008,$11 518
1857580,Get Achievements for Achievements,93,93%,2022-03-01,"$1,99",https://store.steampowered.com/app/1857580,"Adventure, Visual Novel, Interactive Fiction, CRPG, Pixel Graphics, Logic, Old School, Indie, Action, Story Rich, Singleplayer, Music",2976,$2 270
2082480,露娜传,91,83%,2022-07-26,"$29,99",https://store.steampowered.com/app/2082480,"RPG, Action Adventure, Action RPG, JRPG, Turn Based Tactics, Tactical RPG, CRPG, 2D, Anime, Cartoon, Cute, Drama, Funny, Magic, Story Rich, Turn Based Combat, Female Protagonist, Casual, Adventure, Singleplayer",2912,$33 475
1329080,BORIS THE ROCKET 🚀,84,96%,2020-10-14,"$9,99",https://store.steampowered.com/app/1329080,"Singleplayer, Simulation, Survival, Cold War, CRPG, Investigation, Time Management, Hidden Object, Character Action Game, Management, Exploration, Competitive, First Person, 3D, Alternate History, Snow, Nonlinear, Puzzle, Logic, Score Attack",2688,$10 293
1508170,Magical Waifus Academy,84,90%,2021-02-11,"$9,99",https://store.steampowered.com/app/1508170,"Sexual Content, Nudity, Hentai, Adventure, RPG, Hand drawn, 2D, Pixel Graphics, Action RPG, Action Adventure, Magic, Fantasy, PvE, CRPG, Medieval, Old School, Combat, Quick Time Events, Singleplayer, Turn Based Combat",2688,$10 293
899460,Shores Unknown,84,73%,2021-02-17,"$19,99",https://store.steampowered.com/app/899460,"CRPG, Exploration, 3D, Tactical RPG, Choices Matter, Difficult, Party Based RPG, Multiple Endings, RPG, Stylized, Story Rich, Dark Fantasy, Turn Based Combat, Early Access, Atmospheric, Singleplayer, Turn Based Tactics, JRPG, Tactical, Turn Based",2688,$20 596
2164200,Acretia - Guardians of Lian,84,76%,2022-10-13,"$19,99",https://store.steampowered.com/app/2164200,"Early Access, RPG, Tactical RPG, Turn Based Tactics, Strategy RPG, Fantasy, Story Rich, JRPG, Turn Based Strategy, Tactical, Grid Based Movement, Strategy, CRPG, War, Cute, 2D, PvE, Drama, Anime, Romance",2688,$20 596
863460,Cyber Ops,80,45%,2020-05-21,"$14,99",https://store.steampowered.com/app/863460,"Atmospheric, Real Time Tactics, Cyberpunk, Stealth, Hacking, Singleplayer, Indie, Tactical, Real Time, Conspiracy, Dark, Noir, Retro, Story Rich, Adventure, RPG, Strategy RPG, CRPG, Tactical RPG, God Game",2560,$14 709
1079320,Dragon Extinction,77,77%,2020-10-16,"$19,99",https://store.steampowered.com/app/1079320,"Indie, Action RPG, RPG, Hack and Slash, Souls like, Dungeon Crawler, Multiplayer, Co op, Singleplayer, Fantasy, Action, Dragons, Character Customization, Procedural Generation, Third Person, CRPG, Adventure, Early Access, Action Adventure, 3D",2464,$18 880
1686130,Deep Despair 2,74,81%,2021-10-08,"$11,99",https://store.steampowered.com/app/1686130,"Sandbox, Crafting, Adventure, Survival, Simulation, Building, Open World, RPG, Procedural Generation, Farming Sim, Dungeon Crawler, Atmospheric, Action Adventure, Action RPG, Life Sim, Mystery Dungeon, Immersive Sim, Exploration, 2D, CRPG",2368,$10 883
1228500,1428: Shadows over Silesia,74,82%,2022-10-04,"$29,99",https://store.steampowered.com/app/1228500,"Medieval, Action Adventure, Dark Fantasy, Historical, Atmospheric, Singleplayer, Story Rich, Souls like, Gothic, RPG, Adventure, Narration, Isometric, Linear, Indie, Horses, Crowdfunded, CRPG, Action, Dungeon Crawler",2368,$27 221
1233530,Knights of the Chalice 2,72,72%,2022-03-25,"$44,99",https://store.steampowered.com/app/1233530,"CRPG, Tactical RPG, Turn Based Tactics, Party Based RPG, Character Customization, Isometric, Choices Matter, Turn Based Combat, 2D, Hand drawn, Pixel Graphics, Nonlinear, Story Rich, RPG, Dungeon Crawler, Fantasy, Indie, Tutorial, Level Editor, Singleplayer",2304,$39 733
1947060,On the Dragon Wings - Birth of a Hero,70,88%,2022-09-08,"$12,99",https://store.steampowered.com/app/1947060,"Dragons, RPG, Adventure, Exploration, 3D, CRPG, Mythology, Third Person, Superhero, Fantasy, 3D Vision, Open World, Story Rich, Action Adventure, Combat, War, Wargame, Singleplayer, Nature, Action",2240,$11 153
1728520,Xuan-Yuan Sword V,69,60%,2023-01-11,"$9,99",https://store.steampowered.com/app/1728520,"RPG, Story Rich, Fantasy, Historical, Mythology, Singleplayer, 3D, CRPG, Third Person, 3D Platformer, JRPG",2208,$8 455
1063540,Space Wreck,69,86%,2022-12-05,"$14,99",https://store.steampowered.com/app/1063540,"Early Access, RPG, Post apocalyptic, Story Rich, Atmospheric, Multiple Endings, Choices Matter, Pixel Graphics, Exploration, Turn Based Combat, Space Sim, Nonlinear, Immersive Sim, Lore Rich, Isometric, CRPG, Diplomacy, Sci fi, Dystopian, Stylized",2208,$12 687
815260,Lords of Kingdoms,67,37%,2020-08-05,"$19,99",https://store.steampowered.com/app/815260,"Building, 4X, Wargame, Strategy, Free to Play, Massively Multiplayer, Medieval, Indie, Simulation, City Builder, Grand Strategy, Turn Based Tactics, CRPG, 2D, Third Person, Stylized, Loot, RPG, War, PvP",2144,$16 428
1888330,Conur Life,63,96%,2023-03-06,"$5,99",https://store.steampowered.com/app/1888330,"Early Access, Action, Racing, RPG, Adventure, Action Adventure, Point & Click, Shooter, Sandbox, Exploration, CRPG, 2D, Colorful, Pixel Graphics, Driving, Crime, Destruction, Funny, Open World, Character Customization",2016,$4 629
1468040,Elmarion: Dragon's Princess,63,79%,2020-12-14,"$10,99",https://store.steampowered.com/app/1468040,"Adventure, RPG, Dragons, Simulation, Flight, Fantasy, Action Adventure, Action RPG, Character Action Game, CRPG, 3D, Top Down, Third Person, Hand drawn, Medieval, Singleplayer, Linear, Indie",2016,$8 493
1251850,Inferno - Beyond the 7th Circle,63,76%,2021-04-30,"$16,99",https://store.steampowered.com/app/1251850,"RPG, Dungeon Crawler, Grid Based Movement, Gore, Singleplayer, Survival, 1990s, Horror, First Person, Exploration, CRPG, Dark, Dark Fantasy, Demons, Dystopian, Old School, Post apocalyptic, Character Customization, Crafting, Open World",2016,$13 129
2209440,sim4D ATC,61,52%,2023-03-31,"$4,99",https://store.steampowered.com/app/2209440,"Simulation, RPG, Sandbox, Strategy RPG, Immersive Sim, CRPG, 3D, Top Down, Realistic, VR, Flight, Jet, Education, Management, Artificial Intelligence, FMV, Open World, Physics, Automation, Singleplayer",1952,$3 734
1753270,Ketchup and Mayonnaise,61,100%,2022-04-10,"$6,99",https://store.steampowered.com/app/1753270,"Early Access, RPG, JRPG, Action RPG, Action Adventure, Party Based RPG, 2D Platformer, CRPG, Exploration, Spectacle fighter, 2D, Cute, Anime, Colorful, 1980s, 1990s, Comic Book, Comedy, Fantasy, Relaxing",1952,$5 230
1332620,Ashmedai: Queen of Lust,61,80%,2020-06-23,"$9,99",https://store.steampowered.com/app/1332620,"RPG, Sexual Content, Nudity, Turn Based Combat, Fantasy, Singleplayer, Beautiful, Funny, Party Based RPG, Visual Novel, Indie, JRPG, CRPG, NSFW",1952,$7 475
2131820,红月,60,88%,2022-10-15,"$0,99",https://store.steampowered.com/app/2131820,"Early Access, Adventure, RPG, 3D Fighter, Action Adventure, Action RPG, Sandbox, Roguelike, 3D Platformer, Action Roguelike, Spectacle fighter, Immersive Sim, CRPG, 3D, 3D Vision, Realistic, Medieval, Swordplay, Moddable, Female Protagonist",1920,$729
2082520,永恒至尊 Eternal Supreme,59,83%,2022-08-05,"$5,99",https://store.steampowered.com/app/2082520,"Action RPG, RPG, Story Rich, Combat, Action, Fantasy, 3D, Adventure, Third Person, Drama, Dark Fantasy, CRPG, Early Access, Indie, Dynamic Narration, Souls like, Singleplayer, Exploration",1888,$4 335
1934930,Conquest Emperor,58,44%,2023-04-07,"$1,99",https://store.steampowered.com/app/1934930,"Casual, Adventure, RPG, Dating Sim, Word Game, Puzzle, Anime, Sexual Content, Tactical RPG, CRPG, 2D, Relaxing, Nudity, Memes, Story Rich, Female Protagonist, Singleplayer",1856,$1 416
2161450,Sorry We're Open,56,94%,2023-02-17,"$7,99",https://store.steampowered.com/app/2161450,"RPG, Horror, Survival Horror, Roguelite, Roguelike, Pixel Graphics, CRPG, Turn Based Combat, Turn Based Strategy, Exploration, Top Down, 1990s, Procedural Generation, 2D, Dark Humor, Capitalism, Management, Lore Rich, Resource Management, Choices Matter",1792,$5 488
1170190,Bogatyr,55,65%,2020-01-28,"$4,99",https://store.steampowered.com/app/1170190,"RPG, Hack and Slash, Action RPG, Loot, Adventure, Atmospheric, Mythology, Singleplayer, Story Rich, Drama, Action, Open World, Strategy RPG, Character Action Game, Mystery Dungeon, CRPG, Choose Your Own Adventure, Action Roguelike, Indie, Nonlinear",1760,$3 366
1716600,Brinefall,54,48%,2023-04-03,"$15,99",https://store.steampowered.com/app/1716600,"Exploration, Action RPG, Sandbox, Base Building, Hack and Slash, PvE, Adventure, RPG, Top Down, 3D, Fantasy, Open World, CRPG, Action, Colorful, Loot, Medieval, Building, Crafting, Character Customization",1728,$10 591
1765160,封神榜  伏魔三太子（重制版）,54,74%,2021-10-12,"$16,99",https://store.steampowered.com/app/1765160,"RPG, Anime, Cartoony, Cute, Drama, Fantasy, Lore Rich, Mythology, Story Rich, Linear, Turn Based Combat, Action Adventure, Multiple Endings, Singleplayer, Cartoon, Action RPG, CRPG, Adventure, Casual, 2D",1728,$11 253
1947750,Queen's Wish 2: The Tormentor,53,84%,2022-08-23,"$24,99",https://store.steampowered.com/app/1947750,"Adventure, RPG, Strategy, Party Based RPG, CRPG, Dungeon Crawler, Tactical RPG, 2D, Isometric, Fantasy, Old School, Retro, Base Building, Grid Based Movement, Open World, Story Rich, Indie, Turn Based Combat, Singleplayer",1696,$16 246
